"lang"
{
	"Language"		"turkish"
		"FireRateBonus_label"				"Atış Hızı Bonusu"
		"FireRateBonus_postfix"			"%"
		//TurretHealMult_label					"Taret İyileşme Çarpanı"
		//TurretHealMult_postfix				"x"

		"citadel_ability_mobile_resupply_t1_desc" "Tıbbi Ruh tarafından iyileştirilen birimlerde +%{s:AuraFireRateBonus} Atış Hızı"
		"citadel_ability_mobile_resupply_t3_desc"	"Saniye başına +%{s:MaxHealthRegenPct} Toplam Can yenilenmesi"

		"citadel_ability_shieldedsentry"		"Mini Taret"
		"citadel_ability_shieldedsentry_quip"	"Otomatik bir taret yerleştirin"
		"citadel_ability_shieldedsentry_desc"	"<span class=\"highlight\">Düşmanları otomatik olarak vuran</span> bir Mini Taret yerleştirin. Taret sınırlı bir kullanım ömrünün ardından yok olur.<br>Taretler McGinnis'in toplam canının %{s:TurretHealthScaling}'unu kazanır ve %{s:TechResist} Büyü Direncine sahiptir. Askerlere ve hedeflere daha az hasar verirler."
		"citadel_ability_shieldedsentry_t1_desc"	"<span class=\"highlight\">+{s:AbilityCharges}</span> Yetenek Yükü ve taretler <span class=\"highlight\">+%{s:MoveSlowPercent}</span> Hareket Yavaşlatma uygular."
		"citadel_ability_shieldedsentry_t2_desc"	"<span class=\"highlight\">+{s:TurretAttackRange}m</span> Saldırı Menzili ve <span class=\"highlight\">+%{s:AttackSpeedMult}</span> taret atış hızı"
		
		"citadel_ability_shieldedsentry/modifier_bullet_resist_reduction_stack"		"Taret Mermi Direnci Azaltımı"
		"modifier_forge_mini_turret_debuff"		"Mini Taret - Yavaşlatma"
		"TurretMoveSlowPercent_label"				"Taret Hareket Yavaşlatma"
		"TurretMoveSlowPercent_postfix"			"%"
		"modifier_sentry_deploy"				"Başlatılıyor..."
		"TurretDeployTime_label"				"Yerleştirme Süresi"
		"TurretDeployTime_postfix"				"s"
		"BulletArmorReductionPerStack_label"	"Mermi Hasarı"
		"BulletArmorReductionPerStack_postfix"	" yığın başına %:"
		"BulletArmorReductionPerStack_prefix"	"+"
		"ShieldedSentry_EffectsPerStack"		"Yığın başına:"
		"TurretHealthScaling_label"					"Taret Canı"
		"TurretHealthScaling_postfix"					"%"


		"TurretAttackRange_label"					"Saldırı Menzili"
		"TurretAttackRange_postfix"				"m"

		"ability_shielded_sentry_rocket"			"Taret Roketi"

		"citadel_ability_fissure_wall/modifier_fissure_wall/modifier_bonus_damage_percent"			"Duvar Hasar Azaltımı"

		"citadel_ability_rocket_barrage"		"Ağır Bombardıman"
		"citadel_ability_rocket_barrage_quip"	"Bir bölgeyi roketlerle bombardıman yap"
		"citadel_ability_rocket_barrage_desc"	"Hedeflenen bir noktaya roketlerle yaylım ateşi açar."
		"citadel_ability_rocket_barrage_t1_desc"	"<span class=\"highlight\">%{s:MoveSlowPercent} hareket yavaşlatması</span> uygular"
		"citadel_ability_rocket_barrage_t3_desc"	"<span class=\"highlight\">Roket Başına +{s:DamagePerRocket} Hasar </span>"
		"DamagePerRocket_label"					"Roket Başına Hasar"
		"GrenadesPerSecond_label"				"Roket / Saniye"
		"MaxDistance_label"						"Maks. Menzil"
		"MaxDistance_postfix"					"m"
		"MinDistance_label"						"Min. Menzil"
		"MinDistance_postfix"					"m"
		"citadel_ability_rocket_barrage/modifier_forge_heavy_barrage_stacking_slow" "Ağır Bombardıman Yavaşlatması"

		//-----------------------------------------------------------------------------
		// Wraith
		//-----------------------------------------------------------------------------
		
		"citadel_ability_psychic_lift"			"Telekinezi"
		"citadel_ability_psychic_lift_quip"		"Bir düşmanı havaya kaldırarak kesintiye uğrat ve sustur"
		"citadel_ability_psychic_lift_desc"		"Bir düşman kahramanı havaya kaldırır ve kısa bir süreliğine <span class=\"highlight\">sersemletir</span>. Kaldırma işlemi sona erdiğinde, hedef Telekinezi hasarı alır."
		"citadel_ability_psychic_lift/lift"		"Telekinezi"
		"citadel_ability_psychic_lift_t3_desc"	"Telekinezi, Wraith çevresindeki bir alandaki düşmanları hedef alır."
		"modifier_citadel_psychiclift"			"Havaya Kaldırılınıyor - Ah Hayır!"
		"modifier_citadel_psychiclift_self"		"Havaya Kaldırılıyor - Susturuldu + Silahsızlandırıldı"
		
		"citadel_ability_psychic_daggers_desc"		"Telekinezi ile, çevrenizdeki <span class=\"highlight\">rastgele hedeflere</span> kartlar fırlatır."

		"citadel_ability_projectmind"			"Zihin Yansıtma"
		"citadel_ability_projectmind_quip"		"Hedeflenen yere ışınlan"
		"citadel_ability_projectmind_desc"			"Hedeflenen yere <span class=\"highlight\">ışınlan</span>."
		"BulletShieldOnLand_label"				"Işınlanma anında Mermi Kalkanı"
		"citadel_ability_projectmind_t2_desc"	"Işınlanma sırasında <span class=\"highlight\">{s:BulletShieldOnLand} mermi kalkanı</span> sağlar. Kalkan miktarı Büyü Gücüne göre ölçeklenir."
		"modifier_wraith_project_mind_shield"				"Mermi Kalkanı"
		"citadel_ability_projectmind/modifier_citadel_projectmind/modifier_wraith_project_mind_shield"	"Mermi Kalkanı"
		"wraith_project_mind_t2_title"			"Mermi Kalkanı:"

		"citadel_ability_psychic_daggers"		"Floş Royal"
		"citadel_ability_psychic_daggers_quip"	"Çevrenizdeki rastgele hedeflere hasar ver"
		"ShootInterval_label"						"Kart Aralığı"
		"ShootInterval_postfix"					"s"
		"MaxDaggers_label"						"Kart Sayısı"
		"citadel_ability_psychic_daggers_t3_desc"	"Her kart menzil içerisindeki başka bir düşmana <span class=\"highlight\">bir kez sıçrar</span>."
		"DamagePerDagger_label"					"Kart Başına Hasar"

		"citadel_ability_wraith_rapidfire"		"Tam Otomatik"
		"citadel_ability_wraith_rapidfire_quip"	"Atış hızınızı artırın"
		"citadel_ability_wraith_rapidfire_desc"	"<span class=\"highlight\">Atış hızınızı</span> geçici olarak artırır. Yakındaki müttefikler ateş hızı bonusunun yarısını alır."
		"citadel_ability_wraith_rapidfire/modifier_rapidfire" "Hızlı Atış"
		

		"citadel_ability_card_toss"	"Kart Numarası"
		"citadel_ability_card_toss_quip" "Güdümlü kartlar fırlat"
		"citadel_ability_card_toss_desc" "Silah hasarı vererek kart oluşturun. Düşmana veya nişan aldığınız bölgeye doğru kartı fırlatmak için aktive edin."
		"CardResourceGenPctScale_label"				"Kart Oluşturma Oranı"
		"CardResourceGenPctScale_postfix"			"%"

		"citadel_ability_psychic_pulse" "Psişik Nabız"
		"citadel_ability_psychic_pulse_quip" "Düşmanları duvarlar arasından görün"
		"citadel_ability_psychic_pulse_desc" "Önünüzdeki düşmanları hissedin ve onların pozisyonunu duvarlar arasından takımınıza gösterin. Kart Numarası, duvarlar arasından görülen düşmanları hedef alabilir."
		"SenseRange_label"	"Hissiyat Menzili"

		//-----------------------------------------------------------------------------
		// Paradox (previous name: Chrono)
		//-----------------------------------------------------------------------------
		"citadel_ability_chrono_time_wall"		"Zaman Duvarı"
		"citadel_ability_chrono_time_wall_quip"	"Mermileri büyük ölçüde yavaşlatan bir duvar oluştur"
		"citadel_ability_chrono_time_wall_desc"	"Temas eden tüm <span class=\"highlight\">düşman mermileri ve fırlatılan nesneleri</span> için <span class=\"highlight\">zamanı durduran</span> bir zaman çarpıtma duvarı oluşturun. Duvara değen düşmanlar <span class=\"highlight\">toplam canlarının bir yüzdesi kadar hasar alır</span> ve kısa süreliğine yavaşlar."
		"TargetGameplayTimeScale_label"			"Zaman Ölçeği"
		"TargetGameplayTimeScale_postfix"			"%"
		"TimeWallWidth_label"						"Duvar Genişliği"
		"TimeWallWidth_postfix"					"m"
		"TimeWallHeight_label"					"Duvar Yüksekliği"
		"TimeWallHeight_postfix"					"m"
		"MovementSlowPct_label"					"Hareket Yavaşlatma"	
		"MovementSlowPct_postfix"					"%"
		"DamagePctPerWallHit_label"					"Toplam Can Hasarı"
		"DamagePctPerWallHit_postfix"				"%"
		"TimeScaleDuration_label"					"Zaman Durdurma Süresi"
		"TimeScaleDuration_postfix"				"s"
		"modifier_citadel_chrono_time_wall_effect"  "Zaman Duvarı"
		//"citadel_ability_chrono_time_wall_t1_desc"		"The wall speeds up <span class=\"highlight\">Paradox's movement.</span>"
		"citadel_ability_chrono_time_wall_t1_desc"		"<span class=\"highlight\">+{s:TimeWallWidth}m Genişlik, +{s:TimeWallHeight}m Yükseklik</span>"
		"citadel_ability_chrono_time_wall_t3_desc"		"Zaman Duvarına değen düşmanlar {s:DebuffDuration}s süreliğine <span class=\"highlight\">Susturulur</span>."
		"modifier_timewall_damageamp"				"Hasar Zayıflığı"

		"citadel_ability_time_bomb"				"Zaman Bombası"
		"citadel_ability_time_bomb_quip"			"Yakınlık patlaması"
		"citadel_ability_time_bomb_desc"			"Paradox, kurulma süresinden sonra düşmanlar menzilindeyse patlayan bir bomba atar. Patlama kısa bir <span class=\"highlight\">zaman dondurması</span> yaratır ve sadece tek bir hedefe isabet ederse <span class=\"highlight\">{s:SingleTargetMult}x daha fazla hasar</span> verir."
		"citadel_ability_time_bomb_t2_desc"		"Zaman Bombası'ndan etkilenen düşmanların <span class=\"highlight\">mermi direnci {s:BulletArmorReductionDuration}s boyunca {s:BulletArmorReduction} kadar azalır</span> "
		"citadel_ability_time_bomb_t3_desc"		"<span class=\"highlight\">+{s:Damage} Damage</span> and Time Bomb gains <span class=\"highlight\">+50% more damage</span> from Spirit Power"
		"chrono_time_trap_debuff"					"Zaman Bombası"
		
		"citadel_ability_chrono_pulse_grenade"			"Nabız Bombası"
		"citadel_ability_chrono_pulse_grenade_quip"		"Hasar ve yavaşlatma etkisi yapan, nabız halinde patlayan bir bomba at"
		"citadel_ability_chrono_pulse_grenade_desc"		"Yere düştüğünde nabız atışına başlayan bir bomba at. Her nabız, kurbanına <span class=\"highlight\">hasar, hareket yavaşlatma</span> ve Paradox'un hedef üzerindeki <span class=\"highlight\">hasar artışını kademeli olarak yükselten</span> bir etki uygular."		

		"Pulses_label"                           			 "Nabız"
		"InitialDamage_label"									"Başlangıç Hasarı"
		"PulseDamage_label"									"Nabız Hasarı"
		"MovementSpeedSlow_label"							"Hareket Yavaşlatma"
		"MovementSpeedSlow_postfix"							"%"
		"MovementSlowDuration_label"							"Yavaşlatma Süresi"
		"MovementSlowDuration_postfix"						"s"
		"PulseGrenadeDamageAmplificationPerStack_label"						"Yığın başına Hasar Artışı"
		"PulseGrenadeDamageAmplificationPerStack_postfix"						"%"
		"PulseGrenadeDebuffDuration_label"				"Yığın Süresi"
		"PulseGrenadeDebuffDuration_postfix"						"s"
		"modifier_pulsegrenade_magic_resist_debuff"		"Nabız Bombası"
		
		"modifier_citadel_chrono_pulse_grenade_debuff"					"Nabız Bombası"
		"modifier_chrono_pulse_grenade_tech_resist_debuff"				"Nabız Bombası - Büyü Direnci Azaltımı"


		"TriggerDelay_label"						"Explosion Delay"
		"TriggerDelay_postfix"					"s"
		"TotalDamage_label"						"Total Damage"
		"TimeFreeze_label"						"Time Freeze"
		"TimeFreeze_postfix"						"s"
		"modifier_citadel_time_bomb_fuse"			"Time Bomb Fuse"

		"citadel_ability_time_bank"				"Time Bank"
		"citadel_ability_time_bank_quip"			"Speed yourself up, then slow down briefly"
		"citadel_ability_time_bank_trigger"		"Speed Time"
		"citadel_ability_time_bank_desc"			"{s:hero_name} activates a burst of <span class=\"highlight\">accelerated time</span> where they <span class=\"highlight\">move, shoot and reload</span> faster.  When the burst ends, {s:hero_name} must save up time for a short period and is time slowed."
		"modifier_time_bank_save_time"			"Slow time"
		"modifier_time_bank_speed_time"			"Accelerating time"
		"TimeBankSpeedBonus_label"				"Time acceleration"
		"TimeBankSpeedBonus_postfix"				"%"
		"TimeBankSpeedDurationMax_label"			"Accelerated Duration"
		"TimeBankSpeedDurationMax_postfix"		"s"
		"TimeSaveDuration_label"					"Max Charge Time"
		"TimeSaveDuration_postfix"				"s"
		"TimeSaveSpeedPenalty_label"				"Time Penalty"
		"TimeSaveSpeedPenalty_postfix"			"%"
		"TimeSaveSpeedPenaltyDuration_label"		"Time Penalty Duration"
		"TimeSaveSpeedPenaltyDuration_postfix"	"s"

		"citadel_ability_chrono_swap"				"Paradoksal Yer Değiştirme"
		"citadel_ability_chrono_swap_quip"		"Düşman bir kahramanla yer değiştir"
		"modifier_chrono_swap_bubble_move"		"Paradoksal Yer Değiştirme"
		"citadel_ability_chrono_swap_desc"		"<span class=\"highlight\">Hedef düşman kahramanla konumunuzu değiştiren</span> bir yetenek ateşleyin. Etki süresi boyunca, <span class=\"highlight\">büyü can çalması</span> kazanırsınız ve düşman <span class=\"highlight\">zamanla hasar alır</span>."
		"modifier_citadel_chrono_swap_debuff"		"Yavaşlatıldı"
		"modifier_citadel_chrono_swap_buff"		"Büyü Bağışıklığı"
		"CooldownOnMiss_Label"					"Iskalama Bekleme Süresi"
		"CooldownOnMiss_postfix"					"s"
		"AllyCooldownReduction_label"				"Müttefik Bekleme Süresi Azaltımı"
		"AllyCooldownReduction_postfix"			"s"
		"SwapTotalDamage_label"					"Yer Değiştirme Hasarı"
		"SwapTotalHeal_label"						"Yer Değiştirme Süresi Boyunca İyileşme"
		"SpellLifesteal_label"					"Büyü Can Çalma"
		"SpellLifesteal_postfix"					"%"
		"SpellLifestealNonHero_label"				"Büyü Can Çalma (NPC)"
		"SpellLifestealNonHero_postfix"			"%"

		"citadel_ability_chrono_sphere"			"Chrono's Sphere"
		"citadel_ability_chrono_sphere_quip"		"Create a slow-down time vortex"
		"citadel_ability_chrono_sphere_desc"		"{s:hero_name} creates a Time Vortex that <span class=\"highlight\">slows down the flow of time</span> for enemies. Enemies are also <span class=\"highlight\">Silenced</span> while in the Vortex."
		"citadel_ability_chrono_sphere_t3_desc"	"On creation, the Time Vortex will <span class=\"highlight\">pull all enemies in to its center.</span>"
		"modifier_chrono_sphere_friendly"			"Time Accelerated"
		"SphereRadius_label"						"Sphere Radius"
		"FriendlyTimeBoost_label"					"Time acceleration"
		"SphereRadius_postfix"					"m"
		"ChargeUpTime_label"						"Charge Time"
		"ChargeUpTime_postfix"					"s"
		"ChronoTimeScale_label"					"Paradox Time Acceleration"
		"ChronoTimeScale_postfix"					"%"
		"modifier_citadel_chrono_sphere"			"Time Stop"
		"MinDuration_label"						"Min. Süre"
		"MinDuration_postfix"						"s"

		"citadel_ability_chrono_kinetic_carbine"		"Kinetik Karabina"
		"citadel_ability_chrono_kinetic_carbine_quip"	"Yüksek hasar ve zaman durdurma etkisi için silahınızı şarj edin"
		"citadel_ability_chrono_kinetic_carbine_desc"	"Silahınızı şarj etmeye başlayın ve tam şarj olduğunda <span class=\"highlight\">artan hareket hızı</span> kazanın. Bir sonraki atışınız enerjiyi serbest bırakarak <span class=\"highlight\">büyü hasarı</span> verir ve vurulan düşmana <span class=\"highlight\">zaman durdurma</span> uygular. Verilen hasar, mevcut silah hasarınızın güçlendirilmiş halidir. <br><br>Güçlendirilmiş atış hazır olduğunda [{s:iv_attack2}] tuşuna basarak kendiniz üzerinde zamanı yavaşlatabilirsiniz."
		"citadel_ability_chrono_kinetic_carbine_t2_desc"	"{s:AbilityCooldown}s Bekleme Süresi ve +{s:SpeedBoostDuration}s Hız Artışı Süresi"
	
		//"citadel_ability_chrono_kinetic_carbine_t1_desc"  "+<span class=\"highlight\">{s:MinSlowDuration}s/{s:MaxSlowDuration}s</span> Min/Max Stop Duration"
		//"citadel_ability_chrono_kinetic_carbine_t2_desc"	"<span class=\"highlight\">+{s:SpeedBoostDuration}s</span> Speed Duration, <span class=\"highlight\">{s:MaxChargeDuration}s</span> Charge Time"
		"citadel_ability_chrono_kinetic_carbine_t3_desc"  "<span class=\"highlight\">+{s:MaxBonusBulletDamage}%</span> Maksimum Hasar Artışı"
		"SpeedChange_label"                           "Bonus Hız"
		"SpeedChange_postfix"						"%"
		"SpeedBoostDuration_label"					"Hız Süresi"
		"SpeedBoostDuration_postfix"					"s"
		"MaxChargeDuration_label"						"Tam Şarj Süresi"
		"MaxChargeDuration_postfix"					"s"
		"BaseBulletDamage_label"						"Mermi Hasarı"
		"MaxBonusBulletDamage_prefix"					"+"
		"MaxBonusBulletDamage_label"					"Maksimum Hasar Artışı"
		"MaxBonusBulletDamage_postfix"				"%"
		"MinBonusBulletDamage_prefix"					"+"
		"MinBonusBulletDamage_label"					"Min. Hasar Artışı"
		"MinBonusBulletDamage_postfix"				"%"
		"MaxSlowDuration_label"						"Maks. Durdurma Süresi"
		"MaxSlowDuration_postfix"						"s"
		"MinSlowDuration_label"						"Min. Durdurma Süresi"
		"MinSlowDuration_postfix"						"s"
		"citadel_ability_chrono_kinetic_carbine/modifier_chrono_kinetic_carbine"  "Kinetik Karabina"

		//-----------------------------------------------------------------------------
		// Infernus
		//-----------------------------------------------------------------------------
		"ability_incendiary_projectile"			"Katalizör"
		"ability_incendiary_projectile_quip"	"Hasarınızı artıran napalm püskürtün"
		"ability_incendiary_projectile_desc"	"<span class=\"highlight\">Düşman hareketini yavaşlatan</span> ve Infernus'un onlara verdiği <span class=\"highlight\">hasarı artıran</span> napalm püskürtün."
		"ability_incendiary_projectile_t2_desc"	"Infernus kurbanlarına karşı <span class=\"highlight\">%{s:LifestealPercentHero} Can Çalma</span> kazanır"
		"ability_incendiary_projectile_t3_desc"	"<span class=\"highlight\">+%{s:DamageAmplification}</span> Hasar Artışı ve <span class=\"highlight\">%{s:HealAmpReceivePenaltyPercent}</span> İyileşme/Yenilenme"
		"DamageAmplification_label"				"Hasar Artışı"
		"DamageAmplification_postfix"			"%"
		"modifier_citadel_incendiaryprojectile_burn" "Yakıcı Mermiden Yanma"

		"ability_flame_dash"			"Alev Koşusu"
		"ability_flame_dash_quip"		"Arkanızda alev izi bırakarak ileri atılın"
		"ability_flame_dash_desc"		"<span class=\"highlight\">Yüksek hızda</span> ileri hareket edin ve arkanızda <span class=\"highlight\">düşmanları yakan</span> bir alev izi bırakın.<br>Daha hızlı koşmak için [{s:iv_attack}] tuşuna basılı tutun."
		"ability_flame_dash_t1_desc"	"{s:FlameDashDebuffDuration}s boyunca <span class=\"highlight\">+%{s:FireRateSlow} Atış Hızı Yavaşlatma</span>"
		"modifier_flamedash"			"Alev Koşusu"
		"ability_flame_dash_cancel_trigger"	"Alev Koşusunu İptal Et"

		"DashSpeed_label"					"Koşu Hızı"
		"DashSpeed_postfix"				"m/s"
		"SpeedBurstSpeed_label"			"Maks. Koşu Hızı"
		"SpeedBurstSpeed_postfix"			"m/s"

		"FlameAuraRadius_label"			"İz Genişliği"
		"FlameAuraRadius_postfix"			"m"
		"FlameDashDebuff_label"			"Bonus Büyü Hasarı"
		"FlameDashDebuff_postfix"		"%"
		"GroundFlameDuration_label"		"İz Süresi"
		"GroundFlameDuration_postfix"		"s"
		"FlameDashDebuffDuration_label"	"Zayıflatma Süresi"
		"FlameDashDebuffDuration_postfix" "s"

		"DashTime_label"					"Koşu Süresi"
		"DashTime_postfix"				"s"

		"FlameAuraDPS_label"				"DPS"
		"FlameAuraMovementSlow_label"			"Düşman Hareket Yavaşlatma"
		"FlameAuraMovementSlow_postfix"		"%"
		"FlameAuraSlowFireRate_label"			"Düşman Atış Hızı"
